School Name,School Code,District Name,Number of test takers,Average Score Read,Average Score Math,Average Score Write,Number >= 1500,Percent >= 1500
Downieville Junior-Senior High,46701774632303,Sierra-Plumas Joint Unified,1,null,null,null,null,null%
Loyalton High,46701774634259,Sierra-Plumas Joint Unified,9,null,null,null,null,null%
