School Name,School Code,District Name,Number of test takers,Average Score Read,Average Score Math,Average Score Write,Number >= 1500,Percent >= 1500
Southern Trinity High,53738335337423,Southern Trinity Joint Unified,2,null,null,null,null,null%
Hayfork High,53750285337407,Mountain Valley Unified,3,null,null,null,null,null%
Trinity High,53765135337456,Trinity Alps Unified,30,498,490,462,15,50%
